ptid,methods,Analyte,Type,Well,Description,FI,FI - Bkgd,Std Dev,%CV,Conc in Range,Obs Conc,Obs Conc Std Dev,Obs Conc %CV,Exp Conc,(Obs/Exp) * 100,Dilution,Bead Count,batch.x,Sample ID,Conditions,Dilution factor,Note,protein concentration (mcg/ml),batch.y,Sample,normCon
0,Background,IL-17E/IL-25 (66),B,"A1,B1",Reagent Name: Background0,25.5,25.5,0.71,2.77,NA,NA,NA,NA,NA,NA,1,"111,97",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-17E/IL-25 (66),X1,"A3,B3",Sample ID: QC1,5454,5437.8,322.44,5.91,2.04,2.04,0.25,12.05,NA,NA,1,"101,94",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-17E/IL-25 (66),X1,"A3,B3",Sample ID: QC1,7411.8,7386.3,56.92,0.77,1.71,1.71,0.03,2.01,NA,NA,1,"108,93",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-17E/IL-25 (66),S1,"C1,D1",Reagent Name: Standard1,476.8,460.5,28.64,6.01,0.12,0.12,0.01,4.5,0.12,98,1,"72,85",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-17E/IL-25 (66),S1,"C1,D1",Reagent Name: Standard1,1362,1336.5,4.24,0.31,0.12,0.12,0,0.32,0.12,99,1,"111,92",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-17E/IL-25 (66),X2,"C3,D3",Sample ID: QC2,10439.5,10423.3,474.47,4.54,OOR >,13.49,2.71,19.82,NA,NA,1,"87,104",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-17E/IL-25 (66),X2,"C3,D3",Sample ID: QC2,13823.5,13798,81.32,0.59,OOR >,22.14,0.92,4.17,NA,NA,1,"87,76",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-17E/IL-25 (66),S2,"E1,F1",Reagent Name: Standard2,2233.3,2217,19.45,0.87,0.51,0.51,0.01,1.06,0.49,105,1,"120,87",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-17E/IL-25 (66),S2,"E1,F1",Reagent Name: Standard2,4213.5,4188,79.9,1.9,0.53,0.53,0.02,3.22,0.49,108,1,"130,81",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-17E/IL-25 (66),S3,"G1,H1",Reagent Name: Standard3,5562.8,5546.5,180.67,3.25,2.13,2.13,0.14,6.73,1.95,109,1,"104,104",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-17E/IL-25 (66),S3,"G1,H1",Reagent Name: Standard3,7475.5,7450,160.51,2.15,1.75,1.75,0.1,5.65,1.95,89,1,"95,84",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-17E/IL-25 (66),S4,"A2,B2",Reagent Name: Standard4,8639,8622.8,521.84,6.04,6.61,6.61,1.31,19.62,7.81,85,1,"94,101",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-17E/IL-25 (66),S4,"A2,B2",Reagent Name: Standard4,11212,11186.5,342.24,3.05,6.89,6.89,0.94,13.6,7.81,88,1,"101,140",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-17E/IL-25 (66),S5,"C2,D2",Reagent Name: Standard5,11496.3,11480,479.77,4.17,OOR >,21.5,4.82,22.08,31.25,69,1,"98,78",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-17E/IL-25 (66),S5,"C2,D2",Reagent Name: Standard5,15111.8,15086.3,406.23,2.69,OOR >,45.93,11.89,25.35,31.25,147,1,"96,119",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-17E/IL-25 (66),S6,"E2,F2",Reagent Name: Standard6,15759.5,15743.3,548.01,3.48,OOR >,413.41,297.85,62.07,125,331,1,"99,86",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-17E/IL-25 (66),S6,"E2,F2",Reagent Name: Standard6,17409,17383.5,319.61,1.84,OOR >,322.99,128.7,37.87,125,258,1,"101,75",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-17E/IL-25 (66),S7,"G2,H2",Reagent Name: Standard7,15902.8,15886.5,280.37,1.76,OOR >,493.94,182.95,35.41,500,99,1,"64,102",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-17E/IL-25 (66),S7,"G2,H2",Reagent Name: Standard7,16901.5,16876,570.64,3.38,OOR >,185.39,111.87,54.18,500,37,1,"111,75",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,IL-17E/IL-25 (66),X3,"E3,F3",Sample ID: 3991 Pellet,54.5,29,3.54,6.49,OOR <,0.01,0,3.52,NA,NA,1,"29,24",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,6.82E-06
3994,epithelial brushings,IL-17E/IL-25 (66),X3,"E3,F3",Sample ID: 3994 Pellet,23,6.8,1.41,6.15,OOR <,0.02,0,2.88,NA,NA,1,"90,71",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,6.44E-06
3994,tissue,IL-17E/IL-25 (66),X17,"A7,B7",Sample ID: 3994 tissue,17.8,1.5,0.35,1.99,OOR <,0.02,0,0.91,NA,NA,1,"62,143",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,9.13E-06
3995,epithelial brushings,IL-17E/IL-25 (66),X4,"G3,H3",Sample ID: 3995 Pellet,29.3,13,0.35,1.21,OOR <,0.05,0,0.58,NA,NA,2,"120,108",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,2.57E-05
3995,tissue,IL-17E/IL-25 (66),X18,"C7,D7",Sample ID: 3995 tissue,23.5,7.3,1.41,6.02,OOR <,0.02,0,2.83,NA,NA,1,"86,72",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,1.22E-05
3996,epithelial brushings,IL-17E/IL-25 (66),X5,"A4,B4",Sample ID: 3996 Pellet,46,29.8,18.38,39.97,OOR <,0.03,0.01,20.6,NA,NA,1,"10,47",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,1.03E-05
3996,tissue,IL-17E/IL-25 (66),X19,"E7,F7",Sample ID: 3996 tissue,17,0.8,1.41,8.32,OOR <,0.02,0,3.78,NA,NA,1,"82,89",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,6.45E-06
3999,epithelial brushings,IL-17E/IL-25 (66),X4,"G3,H3",Sample ID: 3999 Pellet,69.3,43.8,5.3,7.66,OOR <,0.03,0,4.29,NA,NA,2,"133,142",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,8.06E-06
3999,tissue,IL-17E/IL-25 (66),X14,"C6,D6",Sample ID: 3999 Tissue,28.5,3,0.71,2.48,OOR <,0.01,0,1.25,NA,NA,1,"117,78",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,3.77E-06
4001,epithelial brushings,IL-17E/IL-25 (66),X5,"A4,B4",Sample ID: 4001 Pellet,67.5,42,2.12,3.14,OOR <,0.01,0,1.75,NA,NA,1,"84,107",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,1.39E-06
4001,mucus,IL-17E/IL-25 (66),X23,"E8,F8",Sample ID: 4001 Sponge,34.5,9,14.85,43.04,OOR <,0.01,0,22.54,NA,NA,1,"58,81",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,IL-17E/IL-25 (66),X15,"E6,F6",Sample ID: 4001 Tissue,26,0.5,0,0,OOR <,0.01,0,0,NA,NA,1,"140,90",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,1.44E-06
4002,epithelial brushings,IL-17E/IL-25 (66),X6,"C4,D4",Sample ID: 4002 Pellet,88.8,72.5,20.86,23.5,OOR <,0.04,0.01,13.07,NA,NA,1,"76,86",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,8.10E-06
4002,mucus,IL-17E/IL-25 (66),X31,"E10,F10",Sample ID: 4002 mucus,45.3,29,1.77,3.91,OOR <,0.03,0,1.98,NA,NA,1,"81,90",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,IL-17E/IL-25 (66),X20,"G7,H7",Sample ID: 4002 tissue,20,3.8,0,0,OOR <,0.02,0,0,NA,NA,1,"132,129",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,1.52E-05
4006,epithelial brushings,IL-17E/IL-25 (66),X7,"E4,F4",Sample ID: 4006 Pellet,20,3.8,1.41,7.07,OOR <,0.06,0,3.27,NA,NA,3,"113,98",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,3.39E-05
4006,mucus,IL-17E/IL-25 (66),X32,"G10,H10",Sample ID: 4006 mucus,52.8,36.5,6.01,11.39,OOR <,0.03,0,5.89,NA,NA,1,"67,94",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,IL-17E/IL-25 (66),X21,"A8,B8",Sample ID: 4006 tissue,19.5,3.3,2.12,10.88,OOR <,0.02,0,5.02,NA,NA,1,"92,68",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,5.17E-05
4007,epithelial brushings,IL-17E/IL-25 (66),X8,"G4,H4",Sample ID: 4007 Pellet,20,3.8,1.41,7.07,OOR <,0.06,0,3.27,NA,NA,3,"204,156",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,2.97E-05
4007,tissue,IL-17E/IL-25 (66),X22,"C8,D8",Sample ID: 4007 tissue,33.5,17.3,3.54,10.55,OOR <,0.02,0,5.16,NA,NA,1,"42,35",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,9.06E-06
4012,epithelial brushings,IL-17E/IL-25 (66),X9,"A5,B5",Sample ID: 4012 Pellet,24.5,8.3,3.54,14.43,OOR <,0.04,0,6.82,NA,NA,2,"66,54",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,1.12E-05
4012,mucus,IL-17E/IL-25 (66),X33,"A11,B11",Sample ID: 4012 mucus,44,27.8,1.41,3.21,OOR <,0.03,0,1.62,NA,NA,1,"60,73",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,IL-17E/IL-25 (66),X23,"E8,F8",Sample ID: 4012 tissue,32,15.8,22.63,70.71,OOR <,0.02,0.01,36.38,NA,NA,1,"21,15",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,6.34E-06
4023,epithelial brushings,IL-17E/IL-25 (66),X10,"C5,D5",Sample ID: 4023 Pellet,124.8,108.5,11.67,9.35,OOR <,0.05,0,5.45,NA,NA,1,"66,84",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,7.48E-06
4023,mucus,IL-17E/IL-25 (66),X34,"C11,D11",Sample ID: 4023 mucus,35,18.8,7.07,20.2,OOR <,0.03,0,9.96,NA,NA,1,"95,106",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,IL-17E/IL-25 (66),X24,"G8,H8",Sample ID: 4023 tissue,17.5,1.3,0.71,4.04,OOR <,0.02,0,1.84,NA,NA,1,"97,104",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,4.83E-06
4027,epithelial brushings,IL-17E/IL-25 (66),X11,"E5,F5",Sample ID: 4027 Pellet,22.8,6.5,0.35,1.55,OOR <,0.04,0,0.73,NA,NA,2,"51,50",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,1.35E-05
4027,mucus,IL-17E/IL-25 (66),X35,"E11,F11",Sample ID: 4027 mucus,19.8,3.5,0.35,1.79,OOR <,0.02,0,0.83,NA,NA,1,"84,84",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,IL-17E/IL-25 (66),X25,"A9,B9",Sample ID: 4027 tissue,23.5,7.3,0.71,3.01,OOR <,0.02,0,1.41,NA,NA,1,"75,99",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,8.53E-06
4031,epithelial brushings,IL-17E/IL-25 (66),X6,"C4,D4",Sample ID: 4031 Pellet,82.5,57,40.31,48.85,OOR <,0.01,0,28.57,NA,NA,1,"47,75",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,2.11E-06
4031,mucus,IL-17E/IL-25 (66),X24,"G8,H8",Sample ID: 4031 Sponge,57.5,32,6.36,11.07,OOR <,0.01,0,6.05,NA,NA,1,"25,43",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,IL-17E/IL-25 (66),X16,"G6,H6",Sample ID: 4031 Tissue,26,0.5,2.83,10.88,OOR <,0.01,0,5.43,NA,NA,1,"114,88",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,6.15E-06
4034,epithelial brushings,IL-17E/IL-25 (66),X12,"G5,H5",Sample ID: 4034 Pellet,53.5,37.3,4.95,9.25,OOR <,0.03,0,4.79,NA,NA,1,"26,17",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,6.93E-06
4034,mucus,IL-17E/IL-25 (66),X36,"G11,H11",Sample ID: 4034 mucus,132.8,116.5,2.47,1.86,OOR <,0.1,0,1.1,NA,NA,2,"75,120",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,IL-17E/IL-25 (66),X26,"C9,D9",Sample ID: 4034 tissue,25.5,9.3,2.12,8.32,OOR <,0.02,0,3.95,NA,NA,1,"110,115",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,8.19E-06
4037,epithelial brushings,IL-17E/IL-25 (66),X7,"E4,F4",Sample ID: 4037 Pellet,43.3,17.8,0.35,0.82,OOR <,0.01,0,0.43,NA,NA,1,"334,350",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,2.66E-06
4037,mucus,IL-17E/IL-25 (66),X25,"A9,B9",Sample ID: 4037 Sponge,24,-1.5,0,0,OOR <,0.01,0,0,NA,NA,1,"111,107",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
4040,epithelial brushings,IL-17E/IL-25 (66),X13,"A6,B6",Sample ID: 4040 Pellet,21.5,5.3,2.12,9.87,OOR <,0.06,0,4.6,NA,NA,3,"185,169",expt1,4040 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2789.7992,expt1,NA,2.15E-05
4040,mucus,IL-17E/IL-25 (66),X37,"A12,B12",Sample ID: 4040 mucus,33.8,17.5,0.35,1.05,OOR <,0.02,0,0.51,NA,NA,1,"90,97",expt1,4040 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4040,tissue,IL-17E/IL-25 (66),X27,"E9,F9",Sample ID: 4040 tissue,19.5,3.3,0.71,3.63,OOR <,0.02,0,1.67,NA,NA,1,"84,91",expt1,4040 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4586.2894,expt1,NA,4.36E-06
4042,epithelial brushings,IL-17E/IL-25 (66),X14,"C6,D6",Sample ID: 4042 Pellet,36.3,20,1.06,2.93,OOR <,0.03,0,1.44,NA,NA,1,"183,138",expt1,4042 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2385.6494,expt1,NA,1.26E-05
4042,mucus,IL-17E/IL-25 (66),X38,"C12,D12",Sample ID: 4042 mucus,40.8,24.5,3.18,7.81,OOR <,0.03,0,3.91,NA,NA,1,"86,64",expt1,4042 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4042,tissue,IL-17E/IL-25 (66),X28,"G9,H9",Sample ID: 4042 tissue,19.5,3.3,0.71,3.63,OOR <,0.02,0,1.67,NA,NA,1,"70,91",expt1,4042 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1557.4886,expt1,NA,1.28E-05
4048,epithelial brushings,IL-17E/IL-25 (66),X15,"E6,F6",Sample ID: 4048 Pellet,32.5,16.3,2.12,6.53,OOR <,0.02,0,3.18,NA,NA,1,"159,113",expt1,4048 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3008.133,expt1,NA,6.65E-06
4048,mucus,IL-17E/IL-25 (66),X39,"E12,F12",Sample ID: 4048 mucus,74,57.8,5.66,7.64,OOR <,0.04,0,4.13,NA,NA,1,"74,128",expt1,4048 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4048,tissue,IL-17E/IL-25 (66),X29,"A10,B10",Sample ID: 4048 tissue,14.5,-1.8,0.71,4.88,OOR <,0.02,0,2.18,NA,NA,1,"96,86",expt1,4048 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2605.0263,expt1,NA,7.68E-06
4049,epithelial brushings,IL-17E/IL-25 (66),X16,"G6,H6",Sample ID: 4049 Pellet,22,5.8,0,0,OOR <,0.02,0,0,NA,NA,1,"99,99",expt1,4049 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3514.4816,expt1,NA,5.69E-06
4049,mucus,IL-17E/IL-25 (66),X40,"G12,H12",Sample ID: 4049 mucus,22.5,6.3,2.12,9.43,OOR <,0.02,0,4.41,NA,NA,1,"87,124",expt1,4049 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4049,tissue,IL-17E/IL-25 (66),X30,"C10,D10",Sample ID: 4049 tissue,23.8,7.5,1.77,7.44,OOR <,0.02,0,3.5,NA,NA,1,"101,80",expt1,4049 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2279.8483,expt1,NA,8.77E-06
4051,epithelial brushings,IL-17E/IL-25 (66),X8,"G4,H4",Sample ID: 4051 Pellet,47.8,22.3,4.6,9.63,OOR <,0.01,0,5.14,NA,NA,1,"52,54",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,1.94E-06
4051,mucus,IL-17E/IL-25 (66),X26,"C9,D9",Sample ID: 4051 Sponge,46.5,21,6.36,13.69,OOR <,0.02,0,7.29,NA,NA,2,"160,144",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
4051,tissue,IL-17E/IL-25 (66),X17,"A7,B7",Sample ID: 4051 Tissue,40.5,15,2.12,5.24,OOR <,0.01,0,2.74,NA,NA,1,"113,92",expt2,4051 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,5529.3056,expt2,X17,1.81E-06
4078,epithelial brushings,IL-17E/IL-25 (66),X9,"A5,B5",Sample ID: 4078 pellet,44.3,18.8,2.47,5.59,OOR <,0.02,0,2.96,NA,NA,2,"122,108",expt2,4078 pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,6298.968,expt2,X9,3.18E-06
4078,mucus,IL-17E/IL-25 (66),X27,"E9,F9",Sample ID: 4078 Sponge,28.3,2.8,3.18,11.26,OOR <,0.01,0,5.67,NA,NA,1,"110,128",expt2,4078 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X27,NA
4078,tissue,IL-17E/IL-25 (66),X18,"C7,D7",Sample ID: 4078 Tissue,34,8.5,2.83,8.32,OOR <,0.01,0,4.27,NA,NA,1,"201,277",expt2,4078 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,3054.789,expt2,X18,3.27E-06
0,Background,IL-1b (46),B,"A1,B1",Reagent Name: Background0,37,37,1.41,3.82,NA,NA,NA,NA,NA,NA,1,"117,97",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
0,Background,IL-1b (46),B,"A1,B1",Reagent Name: Background0,38.3,38.3,1.06,2.77,NA,NA,NA,NA,NA,NA,1,"90,79",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-1b (46),X1,"A3,B3",Sample ID: QC1,830.5,793.5,9.19,1.11,66.76,66.76,0.87,1.3,NA,NA,1,"99,126",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-1b (46),X1,"A3,B3",Sample ID: QC1,1784,1745.8,69.3,3.88,75.47,75.47,3.12,4.14,NA,NA,1,"95,103",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-1b (46),S1,"C1,D1",Reagent Name: Standard1,90,53,4.24,4.71,4.88,4.88,0.27,5.55,4.88,100,1,"98,104",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-1b (46),S1,"C1,D1",Reagent Name: Standard1,164.5,126.3,3.54,2.15,4.89,4.89,0.14,2.96,4.88,100,1,"93,71",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-1b (46),X2,"C3,D3",Sample ID: QC2,6584.5,6547.5,680.94,10.34,769.98,769.98,95.39,12.38,NA,NA,1,"78,98",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-1b (46),X2,"C3,D3",Sample ID: QC2,14413.8,14375.5,22.98,0.16,808.32,808.32,1.79,0.22,NA,NA,1,"70,59",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-1b (46),S2,"E1,F1",Reagent Name: Standard2,277.8,240.8,19.45,7,18.39,18.39,1.52,8.24,19.53,94,1,"138,100",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-1b (46),S2,"E1,F1",Reagent Name: Standard2,511,472.8,25.46,4.98,19.43,19.43,1.09,5.59,19.53,100,1,"117,78",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-1b (46),S3,"G1,H1",Reagent Name: Standard3,989,952,4.24,0.43,81.99,81.99,0.41,0.51,78.13,105,1,"118,138",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-1b (46),S3,"G1,H1",Reagent Name: Standard3,1850.3,1812,59.04,3.19,78.46,78.46,2.67,3.4,78.13,100,1,"94,70",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-1b (46),S4,"A2,B2",Reagent Name: Standard4,3246.5,3209.5,86.97,2.68,332.65,332.65,10.52,3.16,312.5,106,1,"129,100",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-1b (46),S4,"A2,B2",Reagent Name: Standard4,6637.5,6599.3,323.15,4.87,312.75,312.75,17.18,5.49,312.5,100,1,"85,127",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-1b (46),S5,"C2,D2",Reagent Name: Standard5,9410.8,9373.8,168.64,1.79,1186.57,1186.57,26.12,2.2,1250,95,1,"88,98",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-1b (46),S5,"C2,D2",Reagent Name: Standard5,19137.5,19099.3,48.79,0.25,1242.8,1242.8,5.35,0.43,1250,99,1,"93,95",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-1b (46),S6,"E2,F2",Reagent Name: Standard6,25382.8,25345.8,1168.49,4.6,5118.11,5118.11,537.21,10.45,5000,102,1,"116,83",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-1b (46),S6,"E2,F2",Reagent Name: Standard6,32023.8,31985.5,479.06,1.5,5138.89,5138.89,461.27,8.94,5000,103,1,"87,56",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-1b (46),S7,"G2,H2",Reagent Name: Standard7,33231.5,33194.5,194.45,0.59,18834.34,18834.34,1987.18,10.47,20000,94,1,"89,91",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-1b (46),S7,"G2,H2",Reagent Name: Standard7,35611,35572.8,195.16,0.55,18306.62,18306.62,3197.48,17.17,20000,92,1,"111,51",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,IL-1b (46),X3,"E3,F3",Sample ID: 3991 Pellet,124.3,86,4.6,3.7,OOR <,3.25,0.19,5.72,NA,NA,1,"20,8",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,0.002217128
3994,epithelial brushings,IL-1b (46),X3,"E3,F3",Sample ID: 3994 Pellet,74,37,2.83,3.82,OOR <,3.88,0.17,4.5,NA,NA,1,"97,107",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,0.001249321
3994,tissue,IL-1b (46),X17,"A7,B7",Sample ID: 3994 tissue,32,-5,0,0,OOR <,1.45,0,0,NA,NA,1,"95,194",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,0.000661621
3995,epithelial brushings,IL-1b (46),X4,"G3,H3",Sample ID: 3995 Pellet,319.3,282.3,7.42,2.33,43.33,43.33,1.19,2.74,NA,NA,2,"130,141",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,0.022232121
3995,tissue,IL-1b (46),X18,"C7,D7",Sample ID: 3995 tissue,43.8,6.8,2.47,5.66,OOR <,2.09,0.14,6.66,NA,NA,1,"96,64",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,0.001273532
3996,epithelial brushings,IL-1b (46),X5,"A4,B4",Sample ID: 3996 Pellet,130.8,93.8,22.27,17.04,7.58,7.58,1.52,20.01,NA,NA,1,"5,18",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,0.002600142
3996,tissue,IL-1b (46),X19,"E7,F7",Sample ID: 3996 tissue,41,4,1.41,3.45,OOR <,1.93,0.08,4.06,NA,NA,1,"103,94",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,0.000622629
3999,epithelial brushings,IL-1b (46),X4,"G3,H3",Sample ID: 3999 Pellet,4330,4291.8,62.23,1.44,390.24,390.24,6.09,1.56,NA,NA,2,"140,143",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,0.104803927
3999,tissue,IL-1b (46),X14,"C6,D6",Sample ID: 3999 Tissue,141.5,103.3,6.36,4.5,OOR <,3.95,0.26,6.55,NA,NA,1,"125,72",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,0.001489734
